x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,event,p
-0.2,0.1,0.5,-2.3,-2.3,-0.7,14.0,1.9,0.2,6.8,1.0,0.9589823517051418
-0.2,-2.8,0.0,7.2,7.2,-1.8,6.7,7.9,0.1,0.9,1.0,0.8826015602693392
1.4,0.5,-8.0,-6.2,-6.2,5.3,1.0,3.0,0.7,4.7,1.0,0.9478346882281196
8.6,-0.2,-0.9,-5.8,-5.8,9.1,5.4,24.3,5.8,2.5,1.0,0.955746799398932
-0.0,-1.2,-3.1,3.3,3.3,-1.6,1.2,2.4,0.1,1.7,1.0,0.8907002826542496
0.3,3.8,-1.0,-8.8,-8.8,0.9,2.6,3.2,1.3,4.3,1.0,0.9583079088521628
0.0,-0.0,-0.4,0.5,0.5,5.3,2.6,4.1,0.2,1.3,1.0,0.9392275291056108
-0.0,0.2,-0.0,2.0,2.0,-1.2,3.7,7.4,0.2,3.4,1.0,0.9076171831594002
0.0,-4.1,0.0,-1.1,-1.1,0.2,19.6,4.9,0.5,1.4,1.0,0.9628718313812472
0.0,0.8,-0.0,-9.7,-9.7,-6.8,8.6,1.3,1.0,1.7,1.0,0.957863789833148
6.7,-0.9,-15.3,-9.0,-9.0,9.4,0.4,5.1,2.5,1.9,1.0,0.9531818362290082
1.9,10.5,-1.6,-3.3,-3.3,9.0,4.8,5.3,1.0,3.9,1.0,0.9581448953912906
1.0,0.0,-4.4,-7.2,-7.2,1.1,2.2,3.1,1.0,10.5,1.0,0.9504617982490142
1.6,0.1,-1.0,-4.1,-4.1,11.0,3.4,3.0,0.7,5.8,0.0,0.9678830533094472
0.0,-0.1,-2.7,-8.2,-8.2,-4.0,1.1,1.0,0.3,1.5,1.0,0.9422115788046801
0.8,-0.6,-0.0,-3.0,-3.0,9.1,5.3,5.2,0.7,1.8,1.0,0.963550615420074
1.9,-0.0,-14.7,-9.6,-9.6,3.9,0.5,1.7,1.2,2.1,1.0,0.9441922947344564
1.8,-2.5,-0.1,-10.0,-10.0,3.2,6.5,5.5,4.5,1.5,1.0,0.9720180402519748
-0.0,0.0,-0.0,6.6,6.6,5.5,12.3,2.5,0.1,5.1,1.0,0.9406969652104612
0.7,-0.4,-4.2,-0.4,-0.4,4.8,4.1,2.8,0.4,2.2,1.0,0.9390345113431992
2.8,7.9,-10.5,3.0,3.0,11.8,0.8,4.7,0.3,10.6,1.0,0.91884302828111
5.7,-0.0,-1.2,-4.6,-4.6,8.9,4.2,18.1,3.2,5.2,1.0,0.954192348318515
-0.0,-4.6,-0.1,-3.1,-3.1,1.5,4.6,1.9,0.2,0.9,1.0,0.9510743802952468
0.2,0.0,-0.0,-4.0,-4.0,5.9,4.5,8.5,0.8,1.2,1.0,0.9550901419162549
-0.0,0.1,0.9,3.8,3.8,7.6,10.7,10.5,0.2,3.0,1.0,0.9441769154975628
-0.1,1.5,-2.1,-4.3,-4.3,-6.7,1.3,2.0,0.1,3.5,1.0,0.9156702019335008
1.2,1.3,-0.0,-10.5,-10.5,-3.2,14.0,6.0,6.7,1.5,1.0,0.9711067347812722
1.8,0.2,-3.6,-9.2,-9.2,1.2,1.5,4.8,2.1,5.1,1.0,0.954954677007774
3.4,0.9,-0.8,-9.9,-9.9,4.7,4.3,6.2,5.2,0.9,1.0,0.9701010660066616
4.6,0.3,-0.4,-12.5,-12.5,0.2,7.9,5.2,19.2,1.6,1.0,0.9776322468941282
0.1,-0.0,-0.1,-4.9,-4.9,2.9,5.5,3.1,0.5,1.1,1.0,0.9580598131632406
0.7,0.1,-1.0,-7.0,-7.0,1.0,3.8,7.6,1.6,2.5,1.0,0.9519426108609574
2.6,4.2,-1.3,-10.2,-10.2,4.4,2.1,7.0,4.4,6.9,1.0,0.9658025452624236
0.8,-0.5,-1.5,-5.7,-5.7,7.1,3.4,3.4,0.9,4.2,1.0,0.9638526852071282
0.0,0.8,-0.3,4.4,4.4,7.3,4.4,4.4,0.2,1.8,1.0,0.933023475991125
6.0,1.3,-13.1,-7.8,-7.8,5.9,1.0,4.7,2.1,6.5,1.0,0.9455787154092976
1.6,0.0,-1.3,-3.0,-3.0,8.4,2.9,7.1,0.9,9.6,1.0,0.956203769135732
5.8,-0.0,-2.0,-7.2,-7.2,8.3,4.2,8.2,3.6,0.8,1.0,0.9673415490772538
-0.1,0.8,0.7,-1.8,-1.8,-0.3,21.4,5.2,0.4,2.8,1.0,0.9652157047404192
15.2,0.2,-12.1,-10.7,-10.7,9.1,0.8,10.3,11.8,2.8,1.0,0.9636788160743168
0.0,0.3,-1.3,-7.1,-7.1,-5.7,2.7,3.1,0.6,2.5,1.0,0.9366304573293848
-0.1,-2.1,-0.0,5.4,5.4,1.8,5.8,3.3,0.1,10.3,1.0,0.9190666492385468
0.2,-0.3,-0.4,-1.9,-1.9,3.3,5.8,5.0,0.5,3.5,0.0,0.9483625030231632
0.1,-1.0,-1.2,-8.5,-8.5,-0.3,2.0,2.2,0.8,5.6,1.0,0.9563858357961734
0.3,-7.1,-1.6,3.2,3.2,3.9,2.6,6.7,0.3,0.3,1.0,0.9195953312154
0.0,-7.5,-0.4,-0.1,-0.1,5.1,3.3,1.6,0.1,8.5,1.0,0.9500554593216772
-1.0,-0.1,-0.0,-3.8,-3.8,-5.9,4.6,1.6,0.1,6.0,1.0,0.9320703279433769
5.5,-1.0,-4.4,-9.2,-9.2,8.7,1.5,5.1,3.6,0.3,1.0,0.9688191334033056
15.3,-0.0,-20.8,-11.4,-11.4,10.3,0.5,7.1,13.3,0.8,1.0,0.9587248150886548
6.0,3.6,-1.8,-11.9,-11.9,2.8,3.0,5.1,11.7,0.9,1.0,0.9715146121380054
6.5,-1.1,-2.4,-9.3,-9.3,8.7,1.2,10.6,5.0,3.3,1.0,0.9678170840015624
1.6,-1.2,-3.7,-7.4,-7.4,6.6,1.3,3.6,1.1,2.3,1.0,0.9614151489631096
0.0,-0.1,0.0,-4.1,-4.1,2.2,10.9,2.6,0.4,9.0,1.0,0.963826020818708
-0.2,-0.1,0.0,4.2,4.2,-1.7,6.1,3.3,0.1,1.2,1.0,0.9084344856668568
6.6,-0.0,-1.8,-7.0,-7.0,10.5,2.6,8.3,3.1,1.4,1.0,0.9687537960044204
4.6,0.1,-0.3,-6.6,-6.6,7.1,6.0,18.7,4.6,2.2,1.0,0.9594122926172336
8.9,-0.0,-1.0,-8.0,-8.0,11.2,4.1,17.5,8.1,1.6,1.0,0.969787600770608
3.8,-0.5,-6.3,3.3,3.3,9.2,1.7,10.1,0.6,1.5,1.0,0.9154565370103056
7.3,15.5,-6.7,-6.3,-6.3,3.5,2.9,12.7,3.6,2.3,1.0,0.93269195878793
0.6,-0.0,-5.8,0.6,0.6,8.4,0.8,4.0,0.3,1.2,1.0,0.9327085036528354
0.4,-8.6,-0.2,-7.1,-7.1,5.0,6.7,3.9,1.3,4.1,1.0,0.9707534592412173
-2.5,-0.0,0.0,4.6,4.6,-4.7,4.3,1.2,0.0,50.3,1.0,0.904580861763018
6.8,-0.2,-3.6,-8.1,-8.1,9.3,2.7,5.7,3.6,1.2,1.0,0.9694472397797048
0.6,2.1,-1.1,3.0,3.0,6.6,4.7,5.7,0.4,1.1,1.0,0.9330902720654484
-2.1,-0.3,-0.0,1.9,1.9,-9.7,4.5,2.0,0.1,3.2,1.0,0.8819154612084709
0.7,-0.3,-0.2,-4.0,-4.0,6.0,5.6,11.0,1.3,1.6,1.0,0.9546533778342329
0.1,-39.7,-0.0,-1.3,-1.3,4.5,17.2,2.4,0.4,0.8,1.0,0.977453025135534
4.0,0.1,-2.9,-11.0,-11.0,3.3,4.1,2.6,5.7,0.4,1.0,0.9707491273445314
1.9,2.3,-3.2,-7.1,-7.1,5.7,3.0,5.3,1.8,3.2,1.0,0.9597597612066562
0.1,-0.2,-0.1,-4.5,-4.5,-0.8,9.4,4.0,0.7,7.8,1.0,0.9553561412060072
0.1,-0.2,-0.1,2.4,2.4,1.5,5.7,9.3,0.4,6.1,1.0,0.9194340198229732
0.1,0.1,0.0,-0.5,-0.5,1.7,16.9,6.1,0.6,1.3,1.0,0.9579330806135498
-0.0,7.7,-1.3,-4.5,-4.5,-2.5,1.1,2.2,0.2,1.4,1.0,0.928901939108472
-1.9,-1.7,0.0,6.3,6.3,-4.8,4.2,3.9,0.0,8.7,1.0,0.8738443309459724
-0.6,-0.1,-0.0,1.5,1.5,-4.6,3.8,2.4,0.1,1.0,1.0,0.9057387031362104
0.2,-5.5,-1.7,-6.0,-6.0,3.5,2.1,2.0,0.4,3.5,1.0,0.9581364111391536
0.0,-2.5,-1.8,4.1,4.1,6.9,1.6,4.0,0.1,0.4,1.0,0.924614705036453
0.1,7.0,-0.0,-0.4,-0.4,4.5,7.5,5.1,0.4,0.5,1.0,0.9463420204431288
9.8,-0.1,-15.7,-9.2,-9.2,6.9,1.2,4.8,4.4,1.2,1.0,0.9505827058733488
4.1,-0.1,-1.0,-8.1,-8.1,9.0,3.8,8.1,3.7,1.2,1.0,0.9707134475045616
3.4,0.0,-3.3,-10.0,-10.0,5.7,1.8,2.7,2.7,3.4,1.0,0.9685042155686492
-0.1,4.1,-0.0,4.7,4.7,-0.7,4.7,6.9,0.1,0.4,1.0,0.8939049900849884
-0.0,-6.2,-0.2,-4.6,-4.6,0.3,3.8,1.8,0.2,1.7,1.0,0.9522707299709359
-0.0,-0.5,0.0,4.9,4.9,6.7,6.1,5.5,0.1,6.5,1.0,0.9335916763475528
3.0,-10.8,-0.3,-4.1,-4.1,9.0,5.3,11.4,1.9,0.7,1.0,0.9642093299142716
1.9,0.4,-7.7,-3.7,-3.7,5.9,1.1,4.8,0.6,3.2,1.0,0.9387444102744696
1.1,-0.0,-0.0,-6.2,-6.2,8.7,7.4,6.4,1.7,3.3,1.0,0.9716069412774936
0.0,-0.0,-3.6,-6.5,-6.5,-2.4,2.9,0.6,0.2,2.1,0.0,0.9427659133129568
0.9,-0.1,-1.2,-8.4,-8.4,5.8,1.7,3.0,1.1,0.7,1.0,0.9659396385497088
1.0,-2.0,-0.0,-5.5,-5.5,8.4,7.5,9.7,1.8,9.5,1.0,0.9686588870403412
0.1,-0.1,-0.3,-8.7,-8.7,-1.7,5.4,1.6,0.9,6.8,1.0,0.960931968699098
0.0,0.0,0.0,-9.1,-9.1,-7.9,29.7,3.5,2.3,0.7,1.0,0.9776534517237574
0.1,2.3,-0.2,1.5,1.5,1.1,10.2,2.9,0.3,0.9,1.0,0.940349820521524
1.2,1.2,-0.4,-5.7,-5.7,8.7,2.8,4.5,0.9,2.6,1.0,0.9657213781877172
0.3,-3.5,-2.9,-9.3,-9.3,-4.6,2.3,1.3,0.8,1.2,1.0,0.9479349294878332
0.8,-3.6,-0.6,-8.2,-8.2,-3.1,3.1,6.7,1.8,5.9,1.0,0.948662509962597
0.4,1.4,-0.7,-7.6,-7.6,5.1,8.1,1.1,0.8,2.7,1.0,0.9719837476687944
-0.0,-0.0,-0.4,-2.1,-2.1,-0.5,3.1,2.3,0.2,0.9,1.0,0.9358710559340412
7.5,0.8,-2.1,-7.9,-7.9,11.0,1.3,19.5,5.2,1.8,1.0,0.9611070282438154
-0.1,-0.1,-0.0,5.0,5.0,-2.0,14.9,4.0,0.1,13.4,1.0,0.9294749968497416
0.3,0.3,-1.8,-6.8,-6.8,1.6,3.8,3.7,1.0,0.5,1.0,0.9548725719855848
-0.0,-1.0,-0.4,4.9,4.9,-0.5,3.4,3.8,0.1,0.7,1.0,0.8991635775195491
1.9,4.0,-4.7,-3.7,-3.7,-8.6,1.2,2.5,0.3,10.9,1.0,0.8961306350006254
0.0,-0.8,-3.4,-4.5,-4.5,-4.9,1.3,3.7,0.3,4.7,1.0,0.9188491744426012
-0.3,6.7,0.0,7.9,7.9,-0.8,9.5,3.7,0.0,4.1,1.0,0.8962050031966969
9.3,-0.9,-36.6,-9.5,-9.5,-0.9,0.7,2.0,2.4,0.9,1.0,0.862387209782258
2.7,0.3,-5.1,-6.9,-6.9,7.3,1.1,9.1,1.8,1.8,1.0,0.9535708641967141
0.7,-0.1,-0.4,-1.3,-1.3,8.3,4.1,7.1,0.7,3.0,1.0,0.9530759860706516
4.4,-0.0,-10.7,-7.6,-7.6,5.5,0.9,9.2,2.5,1.6,1.0,0.9417191151459436
3.0,0.1,-2.2,-5.5,-5.5,9.3,1.7,10.2,1.7,4.2,1.0,0.9586292025327742
-0.2,-0.1,0.0,1.7,1.7,-3.8,5.5,2.6,0.1,2.1,1.0,0.9133262741093467
-0.3,-0.5,0.0,-2.2,-2.2,3.9,4.4,1.5,0.1,4.9,1.0,0.9529922352615516
0.2,-0.1,-0.5,-6.3,-6.3,4.4,2.8,4.0,0.7,3.3,1.0,0.9598105039301124
0.8,2.0,-1.6,-2.4,-2.4,7.7,2.8,6.2,0.7,3.5,1.0,0.9511272895573168
6.1,0.1,-0.7,-5.1,-5.1,10.9,3.1,14.4,2.8,2.3,1.0,0.9619103224061168
-15.3,-0.0,0.4,9.6,9.6,-9.0,5.7,2.2,0.0,1.4,1.0,0.8140368041187107
1.0,0.1,-0.8,-9.4,-9.4,2.0,4.0,2.6,1.9,0.5,1.0,0.9656852707639638
-0.5,0.0,0.0,6.9,6.9,3.3,12.1,1.9,0.0,0.7,1.0,0.9321007212025018
0.1,-1.6,-0.0,-7.0,-7.0,4.3,8.1,4.0,1.1,2.5,1.0,0.9691113116734632
-0.0,-1.3,-0.4,-6.4,-6.4,-6.1,4.0,1.6,0.3,4.3,0.0,0.9405579995193094
-0.5,2.7,0.7,-0.4,-0.4,-5.6,16.8,2.3,0.1,3.2,1.0,0.9446746143562312
-0.1,0.7,-0.2,1.0,1.0,-5.2,4.2,3.6,0.2,2.2,1.0,0.9042563614784028
0.9,-0.0,-0.1,1.3,1.3,8.4,6.3,9.7,0.7,0.9,1.0,0.9459550150809036
0.7,-0.1,-0.5,-8.8,-8.8,3.6,5.3,4.8,2.4,2.0,0.0,0.9675026590745754
0.3,-0.0,-0.9,-7.3,-7.3,3.7,2.7,3.9,1.0,2.4,1.0,0.9604282599814348
-0.0,0.0,0.0,-1.0,-1.0,-2.5,11.8,6.0,0.4,11.8,1.0,0.9422103710310488
0.1,-3.6,-0.1,-3.8,-3.8,7.4,2.3,6.5,0.5,0.9,1.0,0.9573107064248056
4.7,-2.1,-10.3,-5.3,-5.3,10.6,0.5,7.2,1.1,2.9,1.0,0.950023764727433
2.6,0.1,-4.1,1.0,1.0,7.3,3.1,13.3,1.1,2.4,1.0,0.9234615763582876
0.0,-0.0,-1.3,-7.0,-7.0,-1.6,1.6,3.1,0.5,0.4,0.0,0.9452406534370036
1.6,3.7,-7.6,-7.7,-7.7,3.1,2.1,1.8,1.0,0.3,1.0,0.9496365631890752
1.4,-0.9,-0.0,-6.8,-6.8,6.2,9.1,8.0,2.3,2.3,1.0,0.970208434005035
3.9,0.9,-1.0,-7.8,-7.8,9.5,3.2,6.6,2.9,0.8,1.0,0.9706944185687558
0.3,-0.1,-0.8,-7.1,-7.1,6.8,2.2,3.6,0.9,4.9,1.0,0.9655868821284924
0.7,0.7,-4.4,-8.2,-8.2,5.2,1.1,2.0,0.8,2.1,1.0,0.959982516416378
7.2,-15.2,-3.7,-7.2,-7.2,11.3,2.0,8.8,3.5,1.2,1.0,0.9713676594208258
0.0,0.4,-9.7,3.6,3.6,2.0,0.9,2.8,0.1,0.7,1.0,0.8784187015345076
0.3,0.3,-0.8,-6.2,-6.2,-0.8,4.7,5.2,1.1,5.7,1.0,0.949866499230561
0.1,0.1,-1.2,3.6,3.6,4.7,3.2,4.1,0.2,2.5,1.0,0.9237461494901559
0.5,0.0,-0.0,-4.4,-4.4,3.2,13.6,6.4,1.2,1.1,1.0,0.9659394649236972
2.7,0.0,-1.3,-9.9,-9.9,2.9,3.0,4.1,3.4,0.3,1.0,0.9662113161698598
4.3,0.8,-3.3,-9.0,-9.0,6.6,1.6,9.7,4.1,4.0,1.0,0.962317142429704
-0.9,-9.0,-0.0,11.7,11.7,4.7,4.0,5.4,0.0,23.9,1.0,0.8939563984570825
0.0,-0.2,0.0,5.1,5.1,6.0,10.4,8.7,0.3,11.5,1.0,0.9365364901693504
0.0,-0.0,-0.5,-1.3,-1.3,5.2,3.5,2.2,0.2,0.4,1.0,0.9492427357114918
-0.3,0.9,0.0,-5.4,-5.4,-4.1,4.1,2.5,0.2,1.5,1.0,0.94046198259794
-0.0,0.0,-21.3,3.5,3.5,-6.6,1.0,5.5,0.2,0.7,0.0,0.742228737046001
-0.0,0.0,-0.1,1.4,1.4,-1.9,5.2,1.8,0.1,1.7,1.0,0.9224499515331468
0.2,-1.7,-1.4,-6.8,-6.8,-2.6,2.3,4.8,0.8,1.2,1.0,0.9419519578202672
0.0,-0.6,-0.4,-3.3,-3.3,2.4,2.4,2.4,0.2,0.4,1.0,0.9470641795978988
0.1,-3.4,-2.3,2.7,2.7,5.4,2.0,6.3,0.3,0.8,1.0,0.9224815605577424
-0.0,0.0,0.0,-2.1,-2.1,-0.9,13.3,3.3,0.3,1.5,1.0,0.9540886646253152
4.3,0.1,-8.2,-7.7,-7.7,5.1,1.9,3.6,1.9,3.5,1.0,0.9541783188230518
0.4,0.1,-2.9,-1.2,-1.2,3.0,1.9,5.2,0.4,0.8,1.0,0.9303576345535174
-0.0,-0.0,-0.9,-1.2,-1.2,1.8,2.0,1.8,0.1,3.1,1.0,0.9367890563134632
2.0,0.2,-5.4,-8.3,-8.3,2.4,1.1,6.3,1.8,2.1,1.0,0.9489698870605712
2.0,-9.6,-0.6,-3.5,-3.5,10.3,4.7,8.5,1.4,2.7,1.0,0.9658176931137928
2.6,2.7,-0.2,-2.1,-2.1,10.0,6.3,12.2,1.6,2.1,1.0,0.957337331582042
10.5,-0.0,-10.9,-9.3,-9.3,9.2,1.6,5.3,5.4,4.3,1.0,0.96399098099804
1.0,-0.0,-1.1,-5.9,-5.9,4.8,3.7,4.6,1.1,1.8,1.0,0.9595789569636396
5.1,-0.0,-3.4,-8.7,-8.7,5.1,3.8,7.8,4.9,0.9,0.0,0.9637508598320984
0.6,-5.5,-1.5,0.2,0.2,8.0,2.3,6.4,0.5,4.6,1.0,0.94550180316153
-0.1,-0.0,0.4,3.5,3.5,-2.0,13.1,5.2,0.2,6.5,1.0,0.9292123483535096
-0.0,0.0,-0.0,-7.3,-7.3,3.0,4.8,1.4,0.4,3.8,1.0,0.965218898865754
9.9,1.5,-14.8,-6.5,-6.5,9.1,0.8,12.9,3.1,0.2,1.0,0.9353297361440484
0.0,0.1,-0.0,-2.5,-2.5,-4.3,4.2,7.5,0.4,2.0,1.0,0.9202689068772472
13.4,-0.0,-11.3,-10.2,-10.2,8.4,1.1,7.1,8.3,1.7,1.0,0.9635362787505074
-0.1,1.8,-0.3,4.7,4.7,-5.4,2.8,2.6,0.1,0.9,1.0,0.8742106281293924
0.3,-3.2,-0.1,-5.5,-5.5,-0.3,9.2,6.6,1.3,0.5,1.0,0.956643909190892
0.1,0.0,-0.7,-6.3,-6.3,0.6,2.8,3.0,0.6,9.2,1.0,0.9532273348328592
0.6,1.3,-0.2,-3.8,-3.8,5.7,5.8,7.8,1.0,2.0,1.0,0.9564135852664356
4.8,-1.2,-0.2,-6.2,-6.2,9.6,6.9,11.3,3.6,6.6,1.0,0.9707056054531908
0.2,0.3,-0.0,3.5,3.5,8.0,4.3,10.8,0.4,18.5,1.0,0.933639410223988
11.5,-1.5,-4.6,-10.4,-10.4,6.9,2.6,8.4,10.9,1.9,1.0,0.9710779886442512
0.5,-0.1,-3.6,0.3,0.3,9.7,0.9,4.7,0.3,2.6,1.0,0.942045121242048
0.4,-0.6,-0.3,-3.3,-3.3,6.3,3.3,8.6,0.8,3.3,1.0,0.9519196913989996
13.0,2.5,-3.4,-7.9,-7.9,9.8,5.9,6.5,6.4,0.6,1.0,0.9740865916719604
0.0,1.4,-0.1,-0.5,-0.5,4.6,3.5,3.7,0.2,1.1,1.0,0.9433024262552328
0.0,-0.0,-0.0,6.4,6.4,5.7,6.4,5.8,0.1,3.2,1.0,0.9226539552603652
20.3,0.5,-30.6,-11.2,-11.2,9.0,0.6,3.5,9.2,2.0,1.0,0.9417795280048984
3.9,-1.0,-0.5,-2.7,-2.7,9.3,6.2,15.7,2.2,1.8,1.0,0.9552713595164304
-1.6,2.9,0.7,7.2,7.2,-0.3,18.9,3.2,0.0,3.3,1.0,0.9333291640423836
5.2,2.6,-6.2,-6.6,-6.6,7.0,1.6,12.4,2.8,3.4,1.0,0.9477061317252832
8.3,0.0,-3.0,-11.5,-11.5,7.9,1.8,4.1,8.9,2.8,1.0,0.9763326234535052
3.0,-0.8,-1.3,-5.6,-5.6,8.8,4.0,8.6,2.1,1.5,1.0,0.96396208516926
0.0,0.0,0.3,5.7,5.7,7.7,41.0,4.4,0.3,7.7,1.0,0.9817097080942292
3.3,-1.4,-2.7,-6.3,-6.3,8.2,2.1,9.7,2.1,4.5,1.0,0.9597177762929048
0.4,4.1,-1.6,-7.9,-7.9,3.0,2.3,3.3,1.0,1.6,1.0,0.958128110157582
-0.0,-0.7,-0.1,-0.4,-0.4,4.1,3.3,3.8,0.2,2.7,1.0,0.9423136489523316
0.1,0.9,-0.0,3.2,3.2,0.1,17.2,7.3,0.4,2.6,1.0,0.9410517072267004
-0.0,-0.7,-0.8,-6.6,-6.6,-5.0,1.8,1.6,0.3,0.1,1.0,0.937875052695234
1.6,0.0,-0.4,1.4,1.4,9.5,3.6,13.5,0.8,0.4,1.0,0.9375948948339544
0.2,-0.1,-2.7,-2.3,-2.3,6.4,1.7,1.8,0.2,4.5,1.0,0.9495398447207108
-0.0,0.9,0.4,4.0,4.0,5.0,17.1,4.7,0.2,2.9,1.0,0.9543226625206238
-0.0,1.5,-0.2,-5.0,-5.0,-2.0,3.5,1.5,0.2,8.1,1.0,0.9455283370738228
2.0,4.3,-0.5,4.0,4.0,9.5,4.1,20.2,0.8,1.1,1.0,0.9129219731481486
0.0,1.8,-0.5,-5.2,-5.2,5.1,2.7,1.2,0.3,2.9,1.0,0.9599302665664156
0.6,0.4,-2.1,-4.0,-4.0,2.6,1.5,9.7,0.7,1.3,1.0,0.9351141010966016
-0.9,0.1,0.6,4.4,4.4,-1.2,23.2,2.3,0.1,5.0,1.0,0.9524882605742409
3.1,1.6,-7.1,-4.0,-4.0,8.7,1.6,5.7,1.0,4.6,1.0,0.9487414361433596
0.0,-0.0,-0.1,-4.4,-4.4,5.4,3.3,3.8,0.4,2.5,1.0,0.957933174978178
0.0,0.9,-0.4,-1.9,-1.9,-2.4,6.6,3.5,0.4,1.5,1.0,0.9350877269250376
0.1,0.7,-4.5,-4.2,-4.2,4.0,1.6,2.8,0.4,18.1,1.0,0.9471902883930134
3.1,-1.4,-0.6,-7.0,-7.0,7.9,3.5,10.2,2.7,0.9,1.0,0.964895481575902
0.5,2.4,-3.2,-9.7,-9.7,1.6,1.8,1.4,1.1,1.0,1.0,0.9594862111575284
0.2,-3.6,-1.1,0.7,0.7,9.9,1.8,5.9,0.3,1.0,1.0,0.9473998879961651
0.5,-5.7,-1.5,-6.8,-6.8,-0.1,4.3,4.1,1.1,5.5,1.0,0.9551054424040021
1.8,-0.1,-6.0,-5.6,-5.6,7.8,1.1,9.8,1.3,2.8,0.0,0.9480339354439834
2.8,-2.2,-0.4,-5.2,-5.2,2.6,9.2,15.8,3.1,3.3,1.0,0.9535026777018492
1.1,-0.0,-3.2,0.6,0.6,4.9,1.9,12.5,0.6,19.6,1.0,0.9203341512709328
0.2,1.4,-0.2,-7.2,-7.2,3.0,3.6,5.1,1.1,3.3,1.0,0.9596065559769864
10.4,0.0,-19.0,-10.3,-10.3,8.5,0.5,4.2,4.6,1.2,1.0,0.9518782837433906
0.0,0.1,-0.6,1.5,1.5,-2.7,2.5,5.0,0.2,7.3,1.0,0.9045783002006486
3.4,2.0,-4.0,-6.5,-6.5,7.5,3.9,3.8,1.7,3.7,1.0,0.9636629962221795
-1.5,0.8,0.2,3.3,3.3,-8.8,14.4,2.5,0.1,0.7,1.0,0.9098965294948328
-0.0,-0.0,-0.0,-3.7,-3.7,1.8,2.6,3.9,0.2,2.9,1.0,0.9462974735200824
-0.0,-1.1,0.0,2.9,2.9,0.6,6.4,5.7,0.2,2.5,1.0,0.9217922172834616
11.6,-0.1,-2.8,-9.9,-9.9,8.6,4.4,8.1,11.2,1.3,1.0,0.9758206176632436
-0.1,0.0,0.0,2.0,2.0,2.6,5.5,2.9,0.1,1.8,1.0,0.9341202818763442
2.8,42.8,-0.6,-6.0,-6.0,6.6,5.6,15.2,3.2,2.2,1.0,0.94022325491823
-0.1,-4.1,-0.0,-4.8,-4.8,-3.4,7.8,1.2,0.2,7.5,1.0,0.952158160053302
1.1,-0.2,-5.3,-6.9,-6.9,6.5,0.9,4.0,0.8,0.9,1.0,0.9557186718143528
3.2,0.2,-14.8,-6.7,-6.7,5.6,0.7,5.5,1.3,2.9,1.0,0.9333591625160808
-0.0,0.2,-0.3,-6.8,-6.8,-3.5,3.1,1.7,0.3,2.9,1.0,0.9463742567154432
6.5,0.1,-5.4,-10.1,-10.1,7.6,1.2,7.0,5.6,1.1,1.0,0.966716560638194
0.4,0.0,-2.2,8.5,8.5,10.4,2.0,9.9,0.1,1.7,0.0,0.902575234159417
16.9,0.4,-31.3,-10.2,-10.2,7.7,0.3,9.1,7.3,1.3,1.0,0.9187762873664496
13.1,-0.2,-7.9,-7.7,-7.7,9.8,1.5,15.1,6.3,4.8,1.0,0.9571325922028496
-26.1,0.0,-0.2,4.0,4.0,-7.4,0.5,57.1,0.1,10.4,0.0,0.5770457293284896
0.5,0.1,-0.7,5.3,5.3,10.2,6.0,5.1,0.3,5.8,1.0,0.9411872917527456
3.1,0.8,-2.4,-7.7,-7.7,6.8,4.6,4.2,2.5,3.9,1.0,0.9682376363897588
-0.0,0.3,-0.1,-3.4,-3.4,-3.9,4.8,3.2,0.3,12.3,1.0,0.9361404917120244
-4.7,3.2,0.3,3.7,3.7,-6.2,10.8,0.8,0.0,9.0,1.0,0.9099266832622174
3.2,0.1,-6.4,-7.5,-7.5,6.9,1.1,4.6,1.5,2.6,0.0,0.9573337787504204
-0.0,-0.0,-0.0,4.1,4.1,0.8,7.3,2.5,0.1,0.9,1.0,0.9236409893452324
-0.1,-0.5,-0.0,5.7,5.7,3.6,2.7,5.3,0.1,4.6,1.0,0.9090597125256028
1.3,-0.1,-4.4,-9.5,-9.5,-0.3,1.5,3.6,1.9,7.2,1.0,0.952665901254664
-0.0,0.2,0.0,-3.3,-3.3,-3.7,5.0,4.5,0.3,14.2,1.0,0.9355179137541212
-0.3,0.0,0.0,-2.4,-2.4,-3.2,6.0,2.3,0.1,2.0,1.0,0.9362534597098174
0.8,7.4,0.1,-5.7,-5.7,9.4,7.5,16.6,2.2,0.5,1.0,0.9615001513131359
0.1,-1.5,-1.3,-4.1,-4.1,1.3,2.9,3.6,0.4,11.0,1.0,0.9470957841279962
-0.0,0.2,-0.1,4.5,4.5,4.2,5.0,3.9,0.1,6.7,1.0,0.9263954775618356
-1.3,0.0,0.6,8.0,8.0,6.1,9.7,5.2,0.0,0.7,1.0,0.9263895485345148
-1.3,0.1,-6.2,-0.7,-0.7,-5.9,0.1,34.2,0.1,3.2,0.0,0.7662982401217127
0.2,-6.5,-0.6,-5.6,-5.6,2.3,6.1,2.8,0.7,9.9,1.0,0.9625530780638162
0.0,0.1,-2.1,0.6,0.6,-0.5,4.2,1.8,0.2,0.2,1.0,0.9230932765257256
1.4,0.3,-1.3,-6.7,-6.7,-4.6,9.9,4.4,1.8,2.5,1.0,0.9517710379092228
2.3,-0.1,-2.3,-7.6,-7.6,6.8,1.7,10.3,2.4,3.6,1.0,0.9590771843286996
